REFERENCNECISLO;POHLAVIE;VEK;STAVDOKLADU;DANCELKOM;UHRADENACIASTKA;UHRADENACIASTKADOSPLATNOSTI;UHRADENACIASTKAPOSPLATNOSTI;ZOSTAVAUHRADIT;CISLOSPRAVKYNE;INTERVENCIA;PRIZNANIE2021A
17536;zena;80;Z;42.8400;0.0000;0.0000;0.0000;42.8400;4;Export DZN B;0
17537;zena;88;S;19.4400;0.0000;0.0000;0.0000;19.4400;4;Export DZN B;0
17538;zena;66;P;91.3700;91.3700;91.3700;0.0000;0.0000;11;Export DZN C;0
17539;zena;45;P;32.3000;32.3000;32.3000;0.0000;0.0000;11;Export DZN C;0
17540;zena;59;P;27.9000;27.9000;27.9000;0.0000;0.0000;11;Export DZN C;0
17541;muz;71;P;133.1800;133.1800;133.1800;0.0000;0.0000;11;Export DZN C;0
17542;muz;51;P;79.2700;79.2700;79.2700;0.0000;0.0000;11;Export DZN C;0
17543;muz;61;Z;517.1700;0.0000;0.0000;0.0000;517.1700;11;Export DZN C;0
17544;muz;47;P;200.0500;200.0500;200.0500;0.0000;0.0000;11;Export DZN C;0
17545;muz;77;P;44.5300;44.5300;44.5300;0.0000;0.0000;11;Export DZN C;0
17546;muz;48;P;58.5000;58.5000;58.5000;0.0000;0.0000;11;Export DZN C;0
17547;zena;58;P;88.2000;88.2000;88.2000;0.0000;0.0000;11;Export DZN C;0
17548;zena;64;P;18.3600;18.3600;18.3600;0.0000;0.0000;11;Export DZN C;0
17549;zena;70;P;17.6400;17.6400;17.6400;0.0000;0.0000;11;Export DZN C;0
17550;zena;47;P;67.6200;67.6200;67.6200;0.0000;0.0000;11;Export DZN C;0
17551;muz;75;P;356.5500;356.5500;356.5500;0.0000;0.0000;11;Export DZN C;0
17552;muz;75;P;27.7200;27.7200;27.7200;0.0000;0.0000;4;Export DZN B;0
17553;muz;48;Z;515.4900;0.0000;0.0000;0.0000;515.4900;4;Export DZN B;0
17554;zena;46;Z;519.3600;173.1200;173.1200;0.0000;346.2400;4;Export DZN B;0
17555;zena;50;P;48.6000;48.6000;48.6000;0.0000;0.0000;4;Export DZN B;0
17556;muz;77;P;29.8800;29.8800;29.8800;0.0000;0.0000;4;Export DZN B;0
17557;muz;52;P;63.9000;63.9000;63.9000;0.0000;0.0000;2;Export DZN C;0
17558;muz;57;P;40.5600;40.5600;40.5600;0.0000;0.0000;11;Export DZN C;0
17559;muz;65;P;66.5900;66.5900;66.5900;0.0000;0.0000;4;Export DZN B;0
17560;zena;84;P;56.5200;56.5200;56.5200;0.0000;0.0000;4;Export DZN B;0
17561;zena;65;P;190.5300;190.5300;190.5300;0.0000;0.0000;11;Export DZN C;0
17562;zena;73;P;37.8000;37.8000;37.8000;0.0000;0.0000;2;Export DZN C;0
17563;zena;79;P;10.4400;10.4400;10.4400;0.0000;0.0000;2;Export DZN C;0
17564;zena;39;P;46.8000;46.8000;46.8000;0.0000;0.0000;4;Export DZN B;0
17565;zena;52;P;137.5900;137.5900;137.5900;0.0000;0.0000;2;Export DZN C;0
17566;zena;67;P;17.6400;17.6400;17.6400;0.0000;0.0000;11;Export DZN C;0
17567;muz;80;P;3.2100;3.2100;3.2100;0.0000;0.0000;4;Export DZN B;0
17568;muz;76;P;45.9800;45.9800;45.9800;0.0000;0.0000;4;Export DZN B;0
17569;zena;59;Z;254.3100;84.7700;84.7700;0.0000;169.5400;4;Export DZN B;0
17570;zena;53;P;31.9800;31.9800;31.9800;0.0000;0.0000;1;Export DZN B;0
17571;zena;65;Z;230.8400;153.9200;153.9200;0.0000;76.9200;11;Export DZN C;0
17572;zena;49;P;23.4000;23.4000;23.4000;0.0000;0.0000;4;Export DZN B;0
17573;zena;69;P;3.7700;3.7700;3.7700;0.0000;0.0000;2;Export DZN C;0
17574;zena;76;P;21.6000;21.6000;21.6000;0.0000;0.0000;1;Export DZN B;0
17575;muz;43;P;71.1000;71.1000;71.1000;0.0000;0.0000;1;Export DZN B;0
17576;muz;45;Z;317.4300;105.8100;105.8100;0.0000;211.6200;1;Export DZN B;0
17577;muz;59;P;76.0400;76.0400;76.0400;0.0000;0.0000;1;Export DZN B;0
17578;muz;55;P;22.5600;22.5600;22.5600;0.0000;0.0000;1;Export DZN B;0
17579;zena;51;P;280.8500;280.8500;280.8500;0.0000;0.0000;2;Export DZN C;0
17580;zena;67;P;55.7200;55.7200;55.7200;0.0000;0.0000;4;Export DZN B;0
17581;muz;53;P;86.7000;86.7000;86.7000;0.0000;0.0000;4;Export DZN B;0
17582;muz;66;P;12.9600;12.9600;12.9600;0.0000;0.0000;2;Export DZN C;0
17583;zena;81;P;29.2000;29.2000;29.2000;0.0000;0.0000;4;Export DZN B;0
17584;zena;64;P;118.8400;118.8400;118.8400;0.0000;0.0000;2;Export DZN C;0
17585;zena;62;P;71.1000;71.1000;71.1000;0.0000;0.0000;11;Export DZN C;0
17586;muz;72;P;28.4400;28.4400;28.4400;0.0000;0.0000;4;Export DZN B;0
17587;muz;68;P;11.1600;11.1600;11.1600;0.0000;0.0000;1;Export DZN B;0
17588;muz;82;P;33.1200;33.1200;33.1200;0.0000;0.0000;1;Export DZN B;0
17589;muz;65;P;65.7000;65.7000;65.7000;0.0000;0.0000;2;Export DZN C;0
17590;zena;55;P;178.2200;178.2200;178.2200;0.0000;0.0000;1;Export DZN B;0
17591;muz;59;P;64.8000;64.8000;64.8000;0.0000;0.0000;2;Export DZN C;0
17592;muz;47;P;336.2500;336.2500;336.2500;0.0000;0.0000;1;Export DZN B;0
17593;muz;85;P;37.8000;37.8000;37.8000;0.0000;0.0000;11;Export DZN C;0
17594;zena;77;P;25.2000;25.2000;25.2000;0.0000;0.0000;1;Export DZN B;0
17595;zena;64;Z;63.0000;0.0000;0.0000;0.0000;63.0000;11;Export DZN C;0
17596;zena;62;P;45.9000;45.9000;45.9000;0.0000;0.0000;2;Export DZN C;0
17597;zena;64;P;55.8000;55.8000;55.8000;0.0000;0.0000;11;Export DZN C;0
17598;muz;78;P;63.0900;63.0900;63.0900;0.0000;0.0000;11;Export DZN C;0
17599;zena;67;Z;74.0000;24.6800;0.0000;24.6800;49.3200;2;Export DZN C;0
17600;zena;53;P;31.5000;31.5000;31.5000;0.0000;0.0000;11;Export DZN C;0
17601;muz;49;P;141.3000;141.3000;141.3000;0.0000;0.0000;1;Export DZN B;0
17602;muz;49;P;63.9000;63.9000;63.9000;0.0000;0.0000;11;Export DZN C;0
17603;muz;51;P;30.0000;30.0000;30.0000;0.0000;0.0000;11;Export DZN C;0
17604;muz;69;P;85.7600;85.7600;85.7600;0.0000;0.0000;11;Export DZN C;0
17605;muz;43;P;149.4000;149.4000;149.4000;0.0000;0.0000;11;Export DZN C;0
17606;zena;66;P;12.1400;12.1400;12.1400;0.0000;0.0000;11;Export DZN C;0
17607;zena;67;P;20.4200;20.4200;20.4200;0.0000;0.0000;11;Export DZN C;0
17608;zena;46;P;75.6000;75.6000;75.6000;0.0000;0.0000;11;Export DZN C;0
17609;muz;84;P;84.6000;84.6000;56.4000;28.2000;0.0000;11;Export DZN C;0
17610;muz;47;P;24.6600;24.6600;24.6600;0.0000;0.0000;11;Export DZN C;0
17611;zena;53;P;72.9000;72.9000;72.9000;0.0000;0.0000;1;Export DZN B;0
17612;muz;42;Z;46.4000;46.4000;30.9200;15.4800;0.0000;11;Export DZN C;0
17613;muz;53;P;224.9300;224.9300;224.9300;0.0000;0.0000;1;Export DZN B;0
17614;muz;54;P;142.2000;142.2000;142.2000;0.0000;0.0000;11;Export DZN C;0
17615;muz;68;Z;17.4300;5.8100;5.8100;0.0000;11.6200;11;Export DZN C;0
17616;muz;71;P;46.4900;46.4900;46.4900;0.0000;0.0000;11;Export DZN C;0
17617;muz;79;P;70.3200;70.3200;70.3200;0.0000;0.0000;11;Export DZN C;0
17618;zena;57;P;101.7000;101.7000;101.7000;0.0000;0.0000;1;Export DZN B;0
17619;zena;61;P;54.0000;54.0000;54.0000;0.0000;0.0000;11;Export DZN C;0
17620;zena;66;P;11.1600;11.1600;11.1600;0.0000;0.0000;11;Export DZN C;0
17621;muz;69;P;25.2000;25.2000;25.2000;0.0000;0.0000;11;Export DZN C;0
17622;muz;70;P;25.2000;25.2000;25.2000;0.0000;0.0000;11;Export DZN C;0
17623;muz;51;P;24.1200;24.1200;24.1200;0.0000;0.0000;11;Export DZN C;0
17624;muz;72;P;25.2000;25.2000;25.2000;0.0000;0.0000;11;Export DZN C;0
17625;zena;64;Z;60.3000;20.1000;20.1000;0.0000;40.2000;11;Export DZN C;0
17626;muz;63;Z;69.3000;0.0000;0.0000;0.0000;69.3000;11;Export DZN C;0
17627;zena;59;P;34.0000;34.0000;34.0000;0.0000;0.0000;11;Export DZN C;0
17628;zena;57;P;32.4000;32.4000;32.4000;0.0000;0.0000;11;Export DZN C;0
17629;zena;49;P;65.5500;65.5500;65.5500;0.0000;0.0000;11;Export DZN C;0
17630;muz;46;P;70.9500;70.9500;70.9500;0.0000;0.0000;11;Export DZN C;0
17631;zena;71;P;30.0200;30.0200;30.0200;0.0000;0.0000;11;Export DZN C;0
17632;zena;76;P;19.0800;19.0800;19.0800;0.0000;0.0000;11;Export DZN C;0
17633;zena;74;P;60.0100;60.0100;60.0100;0.0000;0.0000;11;Export DZN C;0
17634;zena;76;P;24.1200;24.1200;24.1200;0.0000;0.0000;11;Export DZN C;0
17635;muz;70;P;14.7600;14.7600;14.7600;0.0000;0.0000;11;Export DZN C;0
17636;zena;69;P;26.6400;26.6400;26.6400;0.0000;0.0000;11;Export DZN C;0
17637;zena;56;P;134.0200;134.0200;134.0200;0.0000;0.0000;11;Export DZN C;0
17638;muz;76;P;24.1200;24.1200;24.1200;0.0000;0.0000;11;Export DZN C;0
17639;muz;82;P;178.0700;178.0700;178.0700;0.0000;0.0000;11;Export DZN C;0
17640;muz;44;Z;459.0300;153.0100;153.0100;0.0000;306.0200;4;Export DZN B;0
17641;muz;62;P;66.2400;66.2400;66.2400;0.0000;0.0000;4;Export DZN B;0
17642;zena;81;P;23.9900;23.9900;23.9900;0.0000;0.0000;11;Export DZN C;0
17643;zena;70;P;23.7600;23.7600;23.7600;0.0000;0.0000;11;Export DZN C;0
17644;muz;46;Z;113.0300;37.6900;37.6900;0.0000;75.3400;4;Export DZN B;0
17645;muz;45;Z;118.2900;0.0000;0.0000;0.0000;118.2900;11;Export DZN C;0
17646;muz;37;P;72.9000;72.9000;72.9000;0.0000;0.0000;4;Export DZN B;0
17647;zena;57;P;32.1200;32.1200;32.1200;0.0000;0.0000;2;Export DZN C;0
17648;zena;63;P;76.6300;76.6300;51.0800;25.5500;0.0000;11;Export DZN C;0
17649;zena;37;P;57.6000;57.6000;57.6000;0.0000;0.0000;11;Export DZN C;0
17650;muz;50;P;286.7300;286.7300;286.7300;0.0000;0.0000;11;Export DZN C;0
17651;muz;45;P;76.0000;76.0000;76.0000;0.0000;0.0000;2;Export DZN C;0
17652;zena;73;P;26.2800;26.2800;26.2800;0.0000;0.0000;2;Export DZN C;0
17653;muz;75;P;19.0800;19.0800;19.0800;0.0000;0.0000;4;Export DZN B;0
17654;muz;81;P;178.0700;178.0700;178.0700;0.0000;0.0000;4;Export DZN B;0
17655;muz;69;P;45.7400;45.7400;45.7400;0.0000;0.0000;4;Export DZN B;0
17656;muz;63;P;54.9000;54.9000;54.9000;0.0000;0.0000;4;Export DZN B;0
17657;zena;69;P;16.7200;16.7200;16.7200;0.0000;0.0000;11;Export DZN C;0
17658;muz;51;Z;113.7700;75.8500;75.8500;0.0000;37.9200;4;Export DZN B;0
17659;muz;36;P;71.1000;71.1000;71.1000;0.0000;0.0000;11;Export DZN C;0
17660;muz;63;P;1323.2700;1323.2700;1323.2700;0.0000;0.0000;11;Export DZN C;0
17661;zena;54;P;208.0800;208.0800;208.0800;0.0000;0.0000;1;Export DZN B;0
17662;muz;81;P;36.9300;36.9300;36.9300;0.0000;0.0000;11;Export DZN C;0
17663;muz;77;P;52.3200;52.3200;52.3200;0.0000;0.0000;4;Export DZN B;0
17664;zena;88;P;41.5800;41.5800;41.5800;0.0000;0.0000;11;Export DZN C;0
17665;muz;87;Z;62.6400;41.7600;41.7600;0.0000;20.8800;11;Export DZN C;0
17666;zena;53;P;75.0500;75.0500;75.0500;0.0000;0.0000;11;Export DZN C;0
17667;muz;60;P;82.4900;82.4900;82.4900;0.0000;0.0000;2;Export DZN C;0
17668;zena;80;P;29.2600;29.2600;29.2600;0.0000;0.0000;1;Export DZN B;0
17669;zena;55;P;85.5000;85.5000;85.5000;0.0000;0.0000;4;Export DZN B;0
17670;zena;50;P;84.6000;84.6000;84.6000;0.0000;0.0000;2;Export DZN C;0
17671;muz;57;P;137.7000;137.7000;137.7000;0.0000;0.0000;2;Export DZN C;0
17672;muz;65;P;770.9300;770.9300;513.9400;256.9900;0.0000;11;Export DZN C;0
17673;zena;50;P;132.6000;132.6000;132.6000;0.0000;0.0000;1;Export DZN B;0
17674;muz;59;P;200.7000;200.7000;200.7000;0.0000;0.0000;1;Export DZN B;0
17675;zena;71;P;46.4000;46.4000;46.4000;0.0000;0.0000;11;Export DZN C;0
17676;muz;54;P;58.5000;58.5000;58.5000;0.0000;0.0000;1;Export DZN B;0
17677;zena;78;P;25.5600;25.5600;25.5600;0.0000;0.0000;2;Export DZN C;0
17678;muz;51;P;58.5600;58.5600;58.5600;0.0000;0.0000;11;Export DZN C;0
17679;zena;73;P;70.8000;70.8000;70.8000;0.0000;0.0000;11;Export DZN C;0
17680;muz;87;P;32.7600;32.7600;32.7600;0.0000;0.0000;11;Export DZN C;0
17681;zena;81;P;25.5600;25.5600;25.5600;0.0000;0.0000;4;Export DZN B;0
17682;zena;53;P;27.0500;27.0500;27.0500;0.0000;0.0000;11;Export DZN C;0
17683;muz;78;Z;24.1200;0.0000;0.0000;0.0000;24.1200;11;Export DZN C;0
17684;zena;56;Z;81.0000;54.0000;54.0000;0.0000;27.0000;11;Export DZN C;0
17685;muz;45;Z;98.1400;32.7200;32.7200;0.0000;65.4200;11;Export DZN C;0
17686;muz;71;P;50.0300;50.0300;50.0300;0.0000;0.0000;4;Export DZN B;0
17687;muz;68;S;49.1000;0.0000;0.0000;0.0000;49.1000;4;Export DZN B;0
17688;zena;68;P;23.0400;23.0400;23.0400;0.0000;0.0000;11;Export DZN C;0
17689;zena;38;P;548.9000;548.9000;548.9000;0.0000;0.0000;11;Export DZN C;0
17690;zena;77;P;22.6800;22.6800;22.6800;0.0000;0.0000;1;Export DZN B;0
17691;muz;65;P;183.2200;183.2200;183.2200;0.0000;0.0000;1;Export DZN B;0
17692;zena;71;Z;28.4400;9.4800;9.4800;0.0000;18.9600;1;Export DZN B;0
17693;muz;52;Z;71.6400;71.6400;47.7600;23.8800;0.0000;11;Export DZN C;0
17694;zena;56;P;22.4100;22.4100;22.4100;0.0000;0.0000;11;Export DZN C;0
17695;muz;45;P;111.3000;111.3000;111.3000;0.0000;0.0000;11;Export DZN C;0
17696;zena;48;P;74.7600;74.7600;74.7600;0.0000;0.0000;11;Export DZN C;0
17697;zena;71;Z;49.6200;49.6200;33.0800;16.5400;0.0000;11;Export DZN C;0
17698;muz;47;P;178.6200;178.6200;178.6200;0.0000;0.0000;4;Export DZN B;0
17699;zena;76;P;33.1200;33.1200;33.1200;0.0000;0.0000;11;Export DZN C;0
17700;zena;83;Z;17.2800;17.2800;11.5200;5.7600;0.0000;1;Export DZN B;0
17701;zena;70;P;133.5800;133.5800;133.5800;0.0000;0.0000;1;Export DZN B;0
17702;zena;50;Z;264.6000;264.6000;176.4000;88.2000;0.0000;11;Export DZN C;0
17703;zena;65;Z;106.5100;35.5100;35.5100;0.0000;71.0000;2;Export DZN C;0
17704;muz;63;Z;1179.7100;0.0000;0.0000;0.0000;1179.7100;2;Export DZN C;0
17705;muz;73;P;19.0800;19.0800;19.0800;0.0000;0.0000;2;Export DZN C;0
17706;zena;73;P;23.4000;23.4000;23.4000;0.0000;0.0000;2;Export DZN C;0
17707;muz;83;P;21.9600;21.9600;21.9600;0.0000;0.0000;2;Export DZN C;0
17708;muz;70;P;19.0800;19.0800;19.0800;0.0000;0.0000;2;Export DZN C;0
17709;zena;64;P;21.2400;21.2400;21.2400;0.0000;0.0000;2;Export DZN C;0
17710;muz;64;P;36.0000;36.0000;36.0000;0.0000;0.0000;2;Export DZN C;0
17711;muz;77;P;23.7600;23.7600;23.7600;0.0000;0.0000;2;Export DZN C;0
17712;muz;45;Z;58.5000;58.5000;39.0000;19.5000;0.0000;2;Export DZN C;0
17713;zena;77;P;23.4000;23.4000;23.4000;0.0000;0.0000;2;Export DZN C;0
17714;zena;49;P;108.9000;108.9000;108.9000;0.0000;0.0000;2;Export DZN C;0
17715;zena;78;P;15.4800;15.4800;15.4800;0.0000;0.0000;2;Export DZN C;0
17716;zena;72;P;14.7600;14.7600;14.7600;0.0000;0.0000;2;Export DZN C;0
17717;muz;73;P;54.5800;54.5800;54.5800;0.0000;0.0000;2;Export DZN C;0
17718;zena;56;P;27.0000;27.0000;27.0000;0.0000;0.0000;2;Export DZN C;0
17719;muz;56;P;243.8800;243.8800;243.8800;0.0000;0.0000;2;Export DZN C;0
17720;muz;47;P;50.4000;50.4000;50.4000;0.0000;0.0000;4;Export DZN B;0
17721;zena;60;P;222.4000;222.4000;222.4000;0.0000;0.0000;4;Export DZN B;0
17722;zena;77;P;57.1600;57.1600;57.1600;0.0000;0.0000;4;Export DZN B;0
17723;muz;58;P;345.5400;345.5400;345.5400;0.0000;0.0000;4;Export DZN B;0
17724;muz;58;P;151.6800;151.6800;151.6800;0.0000;0.0000;1;Export DZN B;0
17725;muz;63;P;113.0000;113.0000;113.0000;0.0000;0.0000;11;Export DZN C;0
17726;zena;39;P;59.4000;59.4000;59.4000;0.0000;0.0000;11;Export DZN C;0
17727;zena;54;P;58.5000;58.5000;58.5000;0.0000;0.0000;2;Export DZN C;0
17728;muz;49;P;101.1000;101.1000;101.1000;0.0000;0.0000;2;Export DZN C;0
17729;zena;94;P;25.9200;25.9200;25.9200;0.0000;0.0000;11;Export DZN C;0
17730;muz;53;P;231.0000;231.0000;231.0000;0.0000;0.0000;11;Export DZN C;0
17731;zena;55;P;74.8700;74.8700;74.8700;0.0000;0.0000;1;Export DZN B;0
17732;zena;43;P;30.4000;30.4000;30.4000;0.0000;0.0000;2;Export DZN C;0
17733;zena;78;P;19.8000;19.8000;19.8000;0.0000;0.0000;4;Export DZN B;0
17734;zena;54;P;81.9000;81.9000;81.9000;0.0000;0.0000;1;Export DZN B;0
17735;zena;81;Z;70.4500;52.0000;52.0000;0.0000;18.4500;11;Export DZN C;0
17736;zena;71;P;20.1600;20.1600;20.1600;0.0000;0.0000;2;Export DZN C;0
17737;zena;74;Z;71.6400;0.0000;0.0000;0.0000;71.6400;2;Export DZN C;0
17738;zena;70;Z;28.8000;0.0000;0.0000;0.0000;28.8000;1;Export DZN B;0
17739;zena;62;Z;41.6000;13.8800;13.8800;0.0000;27.7200;2;Export DZN C;0
17740;muz;44;P;71.1000;71.1000;71.1000;0.0000;0.0000;2;Export DZN C;0
17741;zena;49;P;56.7000;56.7000;56.7000;0.0000;0.0000;11;Export DZN C;0
17742;zena;61;P;10.0300;10.0300;10.0300;0.0000;0.0000;11;Export DZN C;0
17743;muz;60;Z;176.4400;0.0000;0.0000;0.0000;176.4400;2;Export DZN C;0
17744;muz;58;P;115.1700;115.1700;115.1700;0.0000;0.0000;2;Export DZN C;0
17745;muz;57;P;97.2400;97.2400;97.2400;0.0000;0.0000;4;Export DZN B;0
17746;zena;48;P;60.3000;60.3000;60.3000;0.0000;0.0000;11;Export DZN C;0
17747;zena;51;Z;301.3900;100.5200;100.5200;0.0000;200.8700;4;Export DZN B;0
17748;zena;70;P;13.6800;13.6800;13.6800;0.0000;0.0000;11;Export DZN C;0
17749;muz;83;P;20.1600;20.1600;20.1600;0.0000;0.0000;2;Export DZN C;0
17750;zena;80;P;183.9300;183.9300;183.9300;0.0000;0.0000;11;Export DZN C;0
17751;zena;85;P;53.7600;53.7600;53.7600;0.0000;0.0000;11;Export DZN C;0
17752;zena;52;P;90.7900;66.0900;66.0900;0.0000;24.7000;4;Export DZN B;0
17753;zena;57;Z;75.6000;25.2000;25.2000;0.0000;50.4000;1;Export DZN B;0
17754;zena;70;P;240.9500;240.9500;240.9500;0.0000;0.0000;4;Export DZN B;0
17755;zena;69;P;73.4500;73.4500;73.4500;0.0000;0.0000;4;Export DZN B;0
17756;muz;56;P;60.3000;60.3000;60.3000;0.0000;0.0000;1;Export DZN B;0
17757;muz;64;P;62.1000;62.1000;62.1000;0.0000;0.0000;1;Export DZN B;0
17758;muz;77;P;28.0800;28.0800;28.0800;0.0000;0.0000;1;Export DZN B;0
17759;zena;72;P;46.1300;46.1300;46.1300;0.0000;0.0000;2;Export DZN C;0
17760;zena;53;P;66.6000;66.6000;66.6000;0.0000;0.0000;4;Export DZN B;0
17761;muz;55;P;329.6100;329.6100;329.6100;0.0000;0.0000;1;Export DZN B;0
17762;muz;46;P;337.6300;337.6300;337.6300;0.0000;0.0000;11;Export DZN C;0
17763;muz;59;P;58.5000;58.5000;58.5000;0.0000;0.0000;11;Export DZN C;0
17764;zena;55;Z;60.3000;20.1000;20.1000;0.0000;40.2000;11;Export DZN C;0
17765;muz;84;P;41.8800;41.8800;41.8800;0.0000;0.0000;11;Export DZN C;0
17766;muz;30;Z;133.2000;44.4000;44.4000;0.0000;88.8000;2;Export DZN C;0
17767;muz;53;P;234.8100;234.8100;234.8100;0.0000;0.0000;2;Export DZN C;0
17768;muz;49;Z;63.9000;21.3000;21.3000;0.0000;42.6000;2;Export DZN C;0
17769;muz;58;P;94.5000;94.5000;94.5000;0.0000;0.0000;1;Export DZN B;0
17770;muz;44;P;132.1100;132.1100;132.1100;0.0000;0.0000;2;Export DZN C;0
17771;zena;60;P;71.1000;71.1000;71.1000;0.0000;0.0000;1;Export DZN B;0
17772;muz;62;Z;75.6000;0.0000;0.0000;0.0000;75.6000;4;Export DZN B;0
17773;zena;53;P;52.2000;52.2000;52.2000;0.0000;0.0000;1;Export DZN B;0
17774;zena;44;P;318.9100;318.9100;318.9100;0.0000;0.0000;1;Export DZN B;0
17775;zena;53;Z;29.5200;29.5200;19.6800;9.8400;0.0000;1;Export DZN B;0
17776;muz;55;P;174.8300;174.8300;174.8300;0.0000;0.0000;1;Export DZN B;0
17777;muz;56;P;65.7000;65.7000;65.7000;0.0000;0.0000;1;Export DZN B;0
17778;muz;70;P;153.3600;153.3600;153.3600;0.0000;0.0000;1;Export DZN B;0
17779;zena;68;P;12.5800;12.5800;12.5800;0.0000;0.0000;1;Export DZN B;0
17780;muz;71;P;25.2000;25.2000;25.2000;0.0000;0.0000;1;Export DZN B;0
17781;zena;77;P;84.0900;84.0900;84.0900;0.0000;0.0000;1;Export DZN B;0
17782;muz;59;P;36.9000;36.9000;36.9000;0.0000;0.0000;1;Export DZN B;0
17783;muz;74;P;96.1200;96.1200;96.1200;0.0000;0.0000;1;Export DZN B;0
17784;zena;64;P;172.6200;172.6200;172.6200;0.0000;0.0000;1;Export DZN B;0
17785;muz;61;P;60.3000;60.3000;60.3000;0.0000;0.0000;1;Export DZN B;0
17786;muz;68;P;53.1800;53.1800;53.1800;0.0000;0.0000;1;Export DZN B;0
17787;zena;80;P;24.1200;24.1200;24.1200;0.0000;0.0000;4;Export DZN B;0
17788;muz;58;P;45.9000;45.9000;45.9000;0.0000;0.0000;4;Export DZN B;0
17789;zena;48;Z;61.2000;40.8000;40.8000;0.0000;20.4000;4;Export DZN B;0
17790;zena;74;Z;11.5200;0.0000;0.0000;0.0000;11.5200;4;Export DZN B;0
17791;muz;69;P;24.1200;24.1200;24.1200;0.0000;0.0000;4;Export DZN B;0
17792;muz;76;P;25.5600;25.5600;25.5600;0.0000;0.0000;4;Export DZN B;0
17793;zena;51;P;28.8000;28.8000;28.8000;0.0000;0.0000;4;Export DZN B;0
17794;muz;56;P;26.6400;26.6400;26.6400;0.0000;0.0000;4;Export DZN B;0
17795;muz;81;P;27.3600;27.3600;27.3600;0.0000;0.0000;4;Export DZN B;0
17796;zena;46;P;23.0600;23.0600;23.0600;0.0000;0.0000;4;Export DZN B;0
17797;muz;49;P;27.0000;27.0000;27.0000;0.0000;0.0000;4;Export DZN B;0
17798;zena;59;Z;56.7000;0.0000;0.0000;0.0000;56.7000;4;Export DZN B;0
17799;zena;92;P;19.0800;19.0800;19.0800;0.0000;0.0000;4;Export DZN B;0
17800;muz;69;S;544.3900;0.0000;0.0000;0.0000;544.3900;4;Export DZN B;0
17801;muz;70;P;34.0200;34.0200;34.0200;0.0000;0.0000;4;Export DZN B;0
17802;zena;51;P;29.5200;29.5200;29.5200;0.0000;0.0000;4;Export DZN B;0
17803;muz;89;P;38.2900;38.2900;38.2900;0.0000;0.0000;4;Export DZN B;0
17804;muz;65;P;36.9000;36.9000;36.9000;0.0000;0.0000;4;Export DZN B;0
17805;muz;48;Z;89.0000;29.6800;29.6800;0.0000;59.3200;4;Export DZN B;0
17806;zena;67;P;25.5600;25.5600;25.5600;0.0000;0.0000;4;Export DZN B;0
17807;zena;55;P;216.5400;216.5400;216.5400;0.0000;0.0000;4;Export DZN B;0
17808;zena;71;P;58.4300;58.4300;58.4300;0.0000;0.0000;2;Export DZN C;0
17809;zena;77;P;24.3000;24.3000;24.3000;0.0000;0.0000;1;Export DZN B;0
17810;zena;70;P;73.9400;73.9400;73.9400;0.0000;0.0000;1;Export DZN B;0
17811;zena;66;P;10.8200;10.8200;10.8200;0.0000;0.0000;1;Export DZN B;0
17812;muz;71;P;95.1900;95.1900;95.1900;0.0000;0.0000;11;Export DZN C;0
17813;muz;60;Z;316.2100;105.4100;105.4100;0.0000;210.8000;2;Export DZN C;0
17814;muz;59;P;223.9700;223.9700;223.9700;0.0000;0.0000;1;Export DZN B;0
17815;muz;75;P;126.5600;126.5600;126.5600;0.0000;0.0000;11;Export DZN C;0
17816;muz;71;P;105.1600;105.1600;105.1600;0.0000;0.0000;11;Export DZN C;0
17817;zena;64;Z;153.6200;102.4200;102.4200;0.0000;51.2000;11;Export DZN C;0
17818;zena;86;P;75.9000;75.9000;75.9000;0.0000;0.0000;2;Export DZN C;0
17819;muz;80;P;111.0500;111.0500;111.0500;0.0000;0.0000;4;Export DZN B;0
17820;muz;75;Z;66.2400;0.0000;0.0000;0.0000;66.2400;4;Export DZN B;0
17821;muz;75;P;61.7600;61.7600;61.7600;0.0000;0.0000;11;Export DZN C;0
17822;zena;52;Z;43.7200;14.5800;14.5800;0.0000;29.1400;4;Export DZN B;0
17823;muz;69;P;119.0300;119.0300;119.0300;0.0000;0.0000;2;Export DZN C;0
17824;muz;84;P;56.5300;56.5300;56.5300;0.0000;0.0000;11;Export DZN C;0
17825;muz;54;P;644.1900;644.1900;644.1900;0.0000;0.0000;1;Export DZN B;0
17826;zena;42;P;284.5400;284.5400;284.5400;0.0000;0.0000;11;Export DZN C;0
17827;muz;92;P;11.0700;11.0700;11.0700;0.0000;0.0000;4;Export DZN B;0
17828;muz;60;Z;308.7100;102.9100;102.9100;0.0000;205.8000;2;Export DZN C;0
17829;zena;83;P;28.0800;28.0800;28.0800;0.0000;0.0000;11;Export DZN C;0
17830;zena;58;P;116.5000;116.5000;116.5000;0.0000;0.0000;11;Export DZN C;0
17831;zena;72;P;23.7600;23.7600;23.7600;0.0000;0.0000;11;Export DZN C;0
17832;zena;48;P;85.9500;85.9500;85.9500;0.0000;0.0000;4;Export DZN B;0
17833;muz;58;P;63.0000;63.0000;63.0000;0.0000;0.0000;4;Export DZN B;0
17834;muz;58;P;87.3600;87.3600;87.3600;0.0000;0.0000;2;Export DZN C;0
