REFERENCNECISLO;POHLAVIE;VEK;STAVDOKLADU;DANCELKOM;UHRADENACIASTKA;UHRADENACIASTKADOSPLATNOSTI;UHRADENACIASTKAPOSPLATNOSTI;ZOSTAVAUHRADIT;CISLOSPRAVKYNE;INTERVENCIA;PRIZNANIE2021A
122289;zena;42;P;107.3900;107.3900;107.3900;0.0000;0.0000;9;Export DZN D;0
122290;zena;48;P;85.6400;85.6400;85.6400;0.0000;0.0000;9;Export DZN D;0
122291;zena;73;P;31.5400;31.5400;31.5400;0.0000;0.0000;22;Export DZN E;0
122292;muz;43;P;102.6000;102.6000;102.6000;0.0000;0.0000;9;Export DZN D;0
122293;zena;52;P;27.5500;27.5500;27.5500;0.0000;0.0000;31;Export DZN A;0
122294;zena;58;Z;78.8500;0.0000;0.0000;0.0000;78.8500;31;Export DZN A;0
122295;zena;45;Z;67.4500;67.4500;67.4500;0.0000;0.0000;9;Export DZN D;0
122296;zena;41;P;171.0000;171.0000;171.0000;0.0000;0.0000;9;Export DZN D;0
122297;zena;86;P;26.6000;26.6000;26.6000;0.0000;0.0000;9;Export DZN D;0
122298;zena;68;P;19.8000;19.8000;19.8000;0.0000;0.0000;14;Export DZN E;0
122299;zena;40;Z;72.2000;48.1600;48.1600;0.0000;24.0400;14;Export DZN E;0
122300;zena;61;P;83.6000;83.6000;83.6000;0.0000;0.0000;14;Export DZN E;0
122301;muz;46;Z;62.7000;0.0000;0.0000;0.0000;62.7000;9;Export DZN D;0
122302;zena;43;Z;190.6500;0.0000;0.0000;0.0000;190.6500;9;Export DZN D;0
122303;muz;45;P;60.3000;60.3000;60.3000;0.0000;0.0000;9;Export DZN D;0
122304;muz;45;P;145.9000;145.9000;145.9000;0.0000;0.0000;9;Export DZN D;0
122305;zena;67;P;15.3100;15.3100;15.3100;0.0000;0.0000;9;Export DZN D;0
122306;muz;45;P;974.7000;974.7000;974.7000;0.0000;0.0000;14;Export DZN E;0
122307;muz;44;P;255.6700;255.6700;255.6700;0.0000;0.0000;9;Export DZN D;0
122308;zena;45;P;254.3100;254.3100;254.3100;0.0000;0.0000;14;Export DZN E;0
122309;zena;58;P;25.4600;25.4600;25.4600;0.0000;0.0000;14;Export DZN E;0
122310;muz;51;Z;69.3000;0.0000;0.0000;0.0000;69.3000;14;Export DZN E;0
122311;zena;47;P;52.2500;52.2500;52.2500;0.0000;0.0000;9;Export DZN D;0
122312;zena;54;P;45.6000;45.6000;45.6000;0.0000;0.0000;9;Export DZN D;0
122313;muz;49;P;323.4100;323.4100;323.4100;0.0000;0.0000;9;Export DZN D;0
122314;zena;77;Z;19.3300;0.0000;0.0000;0.0000;19.3300;17;Export DZN E;0
122315;muz;43;P;70.3000;70.3000;70.3000;0.0000;0.0000;9;Export DZN D;0
122316;zena;53;P;88.0000;88.0000;88.0000;0.0000;0.0000;14;Export DZN E;0
122317;zena;45;P;76.5000;76.5000;76.5000;0.0000;0.0000;17;Export DZN E;0
122318;zena;80;Z;96.6300;32.2100;32.2100;0.0000;64.4200;17;Export DZN E;0
122319;muz;44;Z;146.7000;146.7000;97.8000;48.9000;0.0000;17;Export DZN E;0
122320;muz;40;P;57.9500;57.9500;57.9500;0.0000;0.0000;22;Export DZN E;0
122321;muz;63;Z;371.9000;123.9800;123.9800;0.0000;247.9200;31;Export DZN A;0
122322;muz;47;P;63.0000;63.0000;63.0000;0.0000;0.0000;22;Export DZN E;0
122323;zena;39;P;63.9000;63.9000;63.9000;0.0000;0.0000;17;Export DZN E;0
122324;zena;42;P;108.3000;108.3000;108.3000;0.0000;0.0000;14;Export DZN E;0
122325;zena;73;P;31.3500;31.3500;31.3500;0.0000;0.0000;31;Export DZN A;0
122326;muz;59;P;50.3500;50.3500;50.3500;0.0000;0.0000;14;Export DZN E;0
122327;zena;48;P;53.0000;53.0000;53.0000;0.0000;0.0000;22;Export DZN E;0
122328;zena;78;P;34.8000;34.8000;34.8000;0.0000;0.0000;14;Export DZN E;0
122329;zena;43;P;73.4000;73.4000;73.4000;0.0000;0.0000;17;Export DZN E;0
122330;zena;95;P;26.9800;26.9800;26.9800;0.0000;0.0000;14;Export DZN E;0
122331;muz;69;P;38.5300;38.5300;38.5300;0.0000;0.0000;17;Export DZN E;0
122332;zena;40;P;63.6500;63.6500;63.6500;0.0000;0.0000;14;Export DZN E;0
122333;zena;63;P;87.9000;87.9000;87.9000;0.0000;0.0000;17;Export DZN E;0
122334;muz;44;P;76.0000;76.0000;76.0000;0.0000;0.0000;30;Export DZN A;0
122335;zena;90;P;62.3700;62.3700;62.3700;0.0000;0.0000;14;Export DZN E;0
122336;zena;40;P;66.5000;66.5000;66.5000;0.0000;0.0000;14;Export DZN E;0
122337;zena;61;P;17.6400;17.6400;17.6400;0.0000;0.0000;17;Export DZN E;0
122338;muz;50;P;68.4000;68.4000;68.4000;0.0000;0.0000;17;Export DZN E;0
122339;muz;73;P;302.2500;302.2500;302.2500;0.0000;0.0000;14;Export DZN E;0
122340;zena;59;P;33.0000;33.0000;33.0000;0.0000;0.0000;22;Export DZN E;0
122341;zena;60;Z;262.6700;175.1200;87.5500;87.5700;87.5500;17;Export DZN E;0
122342;zena;41;P;168.1700;168.1700;168.1700;0.0000;0.0000;14;Export DZN E;0
122343;zena;54;P;25.6500;25.6500;25.6500;0.0000;0.0000;17;Export DZN E;0
122344;zena;41;P;53.7100;53.7100;53.7100;0.0000;0.0000;30;Export DZN A;0
122345;zena;58;P;42.6600;42.6600;42.6600;0.0000;0.0000;14;Export DZN E;0
122346;zena;62;Z;71.1600;0.0000;0.0000;0.0000;71.1600;17;Export DZN E;0
122347;zena;49;P;66.5000;66.5000;66.5000;0.0000;0.0000;17;Export DZN E;0
122348;zena;39;Z;231.0100;77.0700;77.0700;0.0000;153.9400;17;Export DZN E;0
122349;zena;71;P;27.7400;27.7400;27.7400;0.0000;0.0000;17;Export DZN E;0
122350;muz;52;P;75.5200;75.5200;75.5200;0.0000;0.0000;14;Export DZN E;0
122351;zena;47;Z;156.0000;0.0000;0.0000;0.0000;156.0000;14;Export DZN E;0
122352;muz;50;P;74.2200;74.2200;74.2200;0.0000;0.0000;17;Export DZN E;0
122353;zena;43;P;33.2500;33.2500;33.2500;0.0000;0.0000;17;Export DZN E;0
122354;muz;44;P;88.5600;88.5600;88.5600;0.0000;0.0000;30;Export DZN A;0
122355;muz;38;P;70.3000;70.3000;70.3000;0.0000;0.0000;17;Export DZN E;0
122356;zena;47;P;39.9500;39.9500;39.9500;0.0000;0.0000;17;Export DZN E;0
122357;muz;41;P;144.4900;144.4900;144.4900;0.0000;0.0000;17;Export DZN E;0
122358;muz;44;P;52.2500;52.2500;52.2500;0.0000;0.0000;25;Export DZN E;0
122359;muz;46;P;78.8500;78.8500;78.8500;0.0000;0.0000;17;Export DZN E;0
122360;zena;42;Z;215.8100;0.0000;0.0000;0.0000;215.8100;29;Export DZN A;0
122361;zena;52;P;136.3600;136.3600;136.3600;0.0000;0.0000;22;Export DZN E;0
122362;zena;50;Z;119.0000;39.6800;39.6800;0.0000;79.3200;9;Export DZN D;0
122363;zena;44;Z;135.8500;90.5700;90.5700;0.0000;45.2800;22;Export DZN E;0
122364;muz;70;P;21.8600;21.8600;21.8600;0.0000;0.0000;14;Export DZN E;0
122365;zena;41;Z;66.5000;22.1800;22.1800;0.0000;44.3200;22;Export DZN E;0
122366;muz;37;Z;56.7000;0.0000;0.0000;0.0000;56.7000;22;Export DZN E;0
122367;muz;52;P;143.3400;143.3400;143.3400;0.0000;0.0000;14;Export DZN E;0
122368;muz;50;Z;54.9000;0.0000;0.0000;0.0000;54.9000;14;Export DZN E;0
122369;muz;70;P;16.3400;16.3400;16.3400;0.0000;0.0000;9;Export DZN D;0
122370;muz;57;Z;147.0500;49.0300;49.0300;0.0000;98.0200;14;Export DZN E;0
122371;muz;42;P;224.2100;224.2100;224.2100;0.0000;0.0000;14;Export DZN E;0
122372;muz;48;P;66.6000;66.6000;66.6000;0.0000;0.0000;14;Export DZN E;0
122373;zena;54;P;132.5600;132.5600;132.5600;0.0000;0.0000;22;Export DZN E;0
122374;zena;56;Z;53.7500;17.9700;17.9700;0.0000;35.7800;14;Export DZN E;0
122375;zena;33;P;72.2100;72.2100;72.2100;0.0000;0.0000;14;Export DZN E;0
122376;zena;64;P;69.7600;69.7600;69.7600;0.0000;0.0000;14;Export DZN E;0
122377;muz;67;P;145.3000;145.3000;145.3000;0.0000;0.0000;22;Export DZN E;0
122378;muz;72;P;20.0000;20.0000;20.0000;0.0000;0.0000;9;Export DZN D;0
122379;zena;55;P;64.6000;64.6000;64.6000;0.0000;0.0000;22;Export DZN E;0
122380;zena;44;Z;60.3000;40.2000;40.2000;0.0000;20.1000;9;Export DZN D;0
122381;muz;70;P;29.0100;29.0100;29.0100;0.0000;0.0000;22;Export DZN E;0
122382;muz;64;P;87.4000;87.4000;87.4000;0.0000;0.0000;14;Export DZN E;0
122383;zena;69;P;71.2500;71.2500;71.2500;0.0000;0.0000;14;Export DZN E;0
122384;muz;47;P;219.8800;219.8800;219.8800;0.0000;0.0000;14;Export DZN E;0
122385;zena;46;P;110.0000;110.0000;110.0000;0.0000;0.0000;17;Export DZN E;0
122386;muz;49;P;15.0100;15.0100;15.0100;0.0000;0.0000;17;Export DZN E;0
122387;muz;43;P;256.5000;256.5000;256.5000;0.0000;0.0000;17;Export DZN E;0
122388;zena;50;P;76.9500;76.9500;76.9500;0.0000;0.0000;17;Export DZN E;0
122389;zena;43;P;61.2000;61.2000;61.2000;0.0000;0.0000;17;Export DZN E;0
122390;muz;54;P;72.5800;72.5800;72.5800;0.0000;0.0000;31;Export DZN A;0
122391;muz;65;P;84.2900;84.2900;84.2900;0.0000;0.0000;17;Export DZN E;0
122392;zena;40;P;549.4000;549.4000;549.4000;0.0000;0.0000;14;Export DZN E;0
122393;zena;48;Z;72.9600;24.3200;24.3200;0.0000;48.6400;9;Export DZN D;0
122394;muz;46;Z;598.1300;278.7400;218.7200;60.0200;319.3900;17;Export DZN E;0
122395;muz;48;P;473.9300;473.9300;473.9300;0.0000;0.0000;17;Export DZN E;0
122396;muz;43;P;175.2600;175.2600;175.2600;0.0000;0.0000;17;Export DZN E;0
122397;muz;46;P;58.0000;58.0000;58.0000;0.0000;0.0000;9;Export DZN D;0
122398;muz;43;P;117.6500;117.6500;117.6500;0.0000;0.0000;9;Export DZN D;0
122399;zena;56;P;84.5200;84.5200;84.5200;0.0000;0.0000;9;Export DZN D;0
122400;muz;45;P;198.3600;198.3600;198.3600;0.0000;0.0000;14;Export DZN E;0
122401;muz;44;P;45.9000;45.9000;45.9000;0.0000;0.0000;17;Export DZN E;0
122402;muz;41;P;128.2200;128.2200;128.2200;0.0000;0.0000;17;Export DZN E;0
122403;muz;46;P;52.2500;52.2500;52.2500;0.0000;0.0000;31;Export DZN A;0
122404;zena;44;P;49.0000;49.0000;49.0000;0.0000;0.0000;30;Export DZN A;0
122405;muz;44;P;72.2000;72.2000;72.2000;0.0000;0.0000;14;Export DZN E;0
122406;zena;42;P;31.5600;31.5600;31.5600;0.0000;0.0000;14;Export DZN E;0
122407;muz;41;P;105.2500;105.2500;105.2500;0.0000;0.0000;14;Export DZN E;0
122408;muz;71;P;36.5400;36.5400;36.5400;0.0000;0.0000;30;Export DZN A;0
122409;muz;42;P;333.7800;333.7800;333.7800;0.0000;0.0000;29;Export DZN A;0
122410;zena;47;P;51.3000;51.3000;51.3000;0.0000;0.0000;29;Export DZN A;0
122411;zena;40;P;135.7700;135.7700;135.7700;0.0000;0.0000;14;Export DZN E;0
122412;muz;42;P;62.7000;62.7000;62.7000;0.0000;0.0000;17;Export DZN E;0
122413;zena;58;P;63.9000;63.9000;63.9000;0.0000;0.0000;22;Export DZN E;0
122414;zena;60;P;47.9100;47.9100;47.9100;0.0000;0.0000;9;Export DZN D;0
122415;zena;65;P;54.1500;54.1500;54.1500;0.0000;0.0000;30;Export DZN A;0
122416;zena;45;P;50.6000;50.6000;50.6000;0.0000;0.0000;14;Export DZN E;0
122417;muz;76;P;22.6200;22.6200;22.6200;0.0000;0.0000;30;Export DZN A;0
122418;muz;44;Z;65.7400;21.9200;21.9200;0.0000;43.8200;30;Export DZN A;0
122419;zena;64;Z;62.7000;41.8000;41.8000;0.0000;20.9000;22;Export DZN E;0
122420;muz;51;P;417.2000;417.2000;417.2000;0.0000;0.0000;14;Export DZN E;0
122421;muz;48;P;41.8000;41.8000;41.8000;0.0000;0.0000;14;Export DZN E;0
122422;zena;59;P;67.6300;67.6300;67.6300;0.0000;0.0000;14;Export DZN E;0
122423;zena;61;P;42.3000;42.3000;42.3000;0.0000;0.0000;30;Export DZN A;0
122424;zena;38;P;25.9300;25.9300;25.9300;0.0000;0.0000;30;Export DZN A;0
122425;zena;38;P;63.3900;63.3900;63.3900;0.0000;0.0000;17;Export DZN E;0
122426;zena;35;P;71.2500;71.2500;71.2500;0.0000;0.0000;22;Export DZN E;0
122427;muz;47;P;182.3700;182.3700;182.3700;0.0000;0.0000;9;Export DZN D;0
122428;zena;31;P;62.7000;62.7000;62.7000;0.0000;0.0000;9;Export DZN D;0
122429;zena;58;Z;158.5300;105.6900;105.6900;0.0000;52.8400;14;Export DZN E;0
122430;zena;65;P;66.5000;66.5000;66.5000;0.0000;0.0000;9;Export DZN D;0
122431;zena;40;P;269.0700;269.0700;269.0700;0.0000;0.0000;14;Export DZN E;0
122432;muz;70;P;60.4200;60.4200;60.4200;0.0000;0.0000;9;Export DZN D;0
122433;muz;44;P;63.0000;63.0000;63.0000;0.0000;0.0000;30;Export DZN A;0
122434;zena;46;P;237.1400;237.1400;237.1400;0.0000;0.0000;14;Export DZN E;0
122435;zena;54;P;45.6000;45.6000;45.6000;0.0000;0.0000;14;Export DZN E;0
122436;zena;34;Z;27.5500;9.1900;9.1900;0.0000;18.3600;14;Export DZN E;0
122437;muz;56;P;67.9300;67.9300;67.9300;0.0000;0.0000;9;Export DZN D;0
122438;muz;44;P;127.8900;127.8900;127.8900;0.0000;0.0000;9;Export DZN D;0
122439;zena;38;P;80.7500;80.7500;80.7500;0.0000;0.0000;17;Export DZN E;0
122440;zena;46;Z;73.8000;0.0000;0.0000;0.0000;73.8000;17;Export DZN E;0
122441;muz;61;P;68.0000;68.0000;68.0000;0.0000;0.0000;14;Export DZN E;0
122442;zena;51;Z;38.0900;38.0900;25.3800;12.7100;0.0000;31;Export DZN A;0
122443;zena;53;P;33.2500;33.2500;33.2500;0.0000;0.0000;31;Export DZN A;0
122444;zena;42;P;57.6000;57.6000;57.6000;0.0000;0.0000;17;Export DZN E;0
122445;muz;66;P;33.4400;33.4400;33.4400;0.0000;0.0000;9;Export DZN D;0
122446;muz;57;P;62.1000;62.1000;62.1000;0.0000;0.0000;22;Export DZN E;0
122447;zena;74;P;28.5000;28.5000;28.5000;0.0000;0.0000;29;Export DZN A;0
122448;muz;43;P;204.3000;204.3000;204.3000;0.0000;0.0000;29;Export DZN A;0
122449;muz;49;Z;28.0000;0.0000;0.0000;0.0000;28.0000;9;Export DZN D;0
122450;muz;40;P;93.6000;93.6000;93.6000;0.0000;0.0000;14;Export DZN E;0
122451;zena;55;P;79.8000;79.8000;79.8000;0.0000;0.0000;14;Export DZN E;0
122452;zena;60;P;50.5700;50.5700;50.5700;0.0000;0.0000;29;Export DZN A;0
122453;zena;49;P;32.3000;32.3000;32.3000;0.0000;0.0000;17;Export DZN E;0
122454;zena;80;P;10.1400;10.1400;10.1400;0.0000;0.0000;14;Export DZN E;0
122455;zena;59;P;73.8000;73.8000;73.8000;0.0000;0.0000;31;Export DZN A;0
122456;zena;43;P;239.1600;239.1600;239.1600;0.0000;0.0000;22;Export DZN E;0
122457;muz;66;P;16.9200;16.9200;16.9200;0.0000;0.0000;22;Export DZN E;0
122458;zena;40;S;60.2200;0.0000;0.0000;0.0000;60.2200;29;Export DZN A;0
122459;muz;56;P;78.3000;78.3000;78.3000;0.0000;0.0000;14;Export DZN E;0
122460;muz;57;P;170.9000;170.9000;170.9000;0.0000;0.0000;17;Export DZN E;0
122461;muz;46;P;59.4000;59.4000;59.4000;0.0000;0.0000;17;Export DZN E;0
122462;muz;67;P;27.2000;27.2000;27.2000;0.0000;0.0000;30;Export DZN A;0
122463;zena;49;P;147.3200;147.3200;147.3200;0.0000;0.0000;9;Export DZN D;0
122464;zena;66;P;25.9200;25.9200;25.9200;0.0000;0.0000;31;Export DZN A;0
122465;muz;25;P;35.1000;35.1000;35.1000;0.0000;0.0000;22;Export DZN E;0
122466;muz;48;P;157.0000;157.0000;157.0000;0.0000;0.0000;14;Export DZN E;0
122467;zena;70;P;14.8200;14.8200;14.8200;0.0000;0.0000;9;Export DZN D;0
122468;zena;45;P;28.5000;28.5000;28.5000;0.0000;0.0000;29;Export DZN A;0
122469;muz;58;Z;30.6000;30.6000;20.4000;10.2000;0.0000;30;Export DZN A;0
122470;muz;36;P;70.2000;70.2000;70.2000;0.0000;0.0000;17;Export DZN E;0
122471;muz;45;P;272.9300;272.9300;272.9300;0.0000;0.0000;31;Export DZN A;0
122472;zena;37;P;177.9000;177.9000;177.9000;0.0000;0.0000;17;Export DZN E;0
122473;muz;60;Z;80.7500;26.9500;26.9500;0.0000;53.8000;9;Export DZN D;0
122474;zena;62;P;43.2000;43.2000;43.2000;0.0000;0.0000;22;Export DZN E;0
122475;zena;65;P;67.5000;67.5000;67.5000;0.0000;0.0000;17;Export DZN E;0
122476;zena;44;P;53.2600;53.2600;53.2600;0.0000;0.0000;9;Export DZN D;0
122477;zena;46;P;61.9000;61.9000;61.9000;0.0000;0.0000;14;Export DZN E;0
122478;zena;43;P;444.9800;444.9800;444.9800;0.0000;0.0000;22;Export DZN E;0
122479;zena;69;P;21.9600;21.9600;21.9600;0.0000;0.0000;17;Export DZN E;0
122480;muz;58;P;65.7000;65.7000;65.7000;0.0000;0.0000;31;Export DZN A;0
122481;muz;64;P;4095.4500;4095.4500;4095.4500;0.0000;0.0000;22;Export DZN E;0
122482;muz;44;P;63.9000;63.9000;63.9000;0.0000;0.0000;22;Export DZN E;0
122483;muz;63;P;117.9000;117.9000;117.9000;0.0000;0.0000;22;Export DZN E;0
122484;muz;46;P;74.7000;74.7000;74.7000;0.0000;0.0000;31;Export DZN A;0
122485;zena;45;Z;107.6400;107.6400;71.7600;35.8800;0.0000;17;Export DZN E;0
122486;muz;46;Z;131.4000;43.8000;43.8000;0.0000;87.6000;14;Export DZN E;0
122487;muz;41;P;59.4000;59.4000;59.4000;0.0000;0.0000;17;Export DZN E;0
122488;muz;39;P;170.4900;170.4900;170.4900;0.0000;0.0000;22;Export DZN E;0
122489;zena;59;Z;386.2100;128.7500;128.7500;0.0000;257.4600;30;Export DZN A;0
122490;muz;48;P;22.5000;22.5000;22.5000;0.0000;0.0000;29;Export DZN A;1
122491;zena;57;P;74.0300;74.0300;74.0300;0.0000;0.0000;30;Export DZN A;0
122492;muz;39;P;62.7000;62.7000;62.7000;0.0000;0.0000;14;Export DZN E;1
122493;muz;81;P;18.0000;18.0000;18.0000;0.0000;0.0000;14;Export DZN E;0
122494;zena;67;P;31.9200;31.9200;31.9200;0.0000;0.0000;14;Export DZN E;0
122495;muz;51;P;61.4900;61.4900;61.4900;0.0000;0.0000;14;Export DZN E;0
122496;muz;46;Z;199.0000;199.0000;132.6600;66.3400;0.0000;14;Export DZN E;0
122497;muz;41;P;226.7400;226.7400;226.7400;0.0000;0.0000;31;Export DZN A;0
122498;muz;48;Z;227.2400;227.2400;151.4800;75.7600;0.0000;9;Export DZN D;0
122499;muz;42;P;295.2300;295.2300;295.2300;0.0000;0.0000;29;Export DZN A;0
122500;zena;57;P;80.2200;80.2200;80.2200;0.0000;0.0000;31;Export DZN A;0
122501;muz;34;P;79.4700;79.4700;79.4700;0.0000;0.0000;29;Export DZN A;0
122502;zena;66;P;26.2200;26.2200;26.2200;0.0000;0.0000;29;Export DZN A;0
122503;zena;44;Z;70.2000;70.2000;46.8000;23.4000;0.0000;9;Export DZN D;0
122504;zena;70;P;63.2400;63.2400;63.2400;0.0000;0.0000;14;Export DZN E;0
122505;muz;42;P;80.7500;80.7500;80.7500;0.0000;0.0000;30;Export DZN A;0
122506;zena;64;P;63.0000;63.0000;63.0000;0.0000;0.0000;29;Export DZN A;0
122507;muz;50;P;61.2000;61.2000;61.2000;0.0000;0.0000;29;Export DZN A;0
122508;zena;63;P;51.3000;51.3000;51.3000;0.0000;0.0000;17;Export DZN E;0
122509;zena;44;P;99.0000;99.0000;99.0000;0.0000;0.0000;9;Export DZN D;0
122510;muz;51;P;27.5500;27.5500;27.5500;0.0000;0.0000;9;Export DZN D;0
122511;zena;43;Z;58.5000;0.0000;0.0000;0.0000;58.5000;9;Export DZN D;0
122512;muz;46;P;37.3100;37.3100;37.3100;0.0000;0.0000;14;Export DZN E;0
122513;muz;47;P;76.4000;76.4000;76.4000;0.0000;0.0000;14;Export DZN E;0
122514;zena;74;P;85.3000;85.3000;85.3000;0.0000;0.0000;17;Export DZN E;0
122515;zena;43;P;86.7300;86.7300;86.7300;0.0000;0.0000;9;Export DZN D;0
122516;muz;46;P;35.0000;35.0000;35.0000;0.0000;0.0000;22;Export DZN E;0
122517;zena;43;P;48.4500;48.4500;48.4500;0.0000;0.0000;17;Export DZN E;0
122518;zena;45;P;166.4200;166.4200;166.4200;0.0000;0.0000;9;Export DZN D;0
122519;zena;69;Z;68.1100;22.7100;22.7100;0.0000;45.4000;31;Export DZN A;0
122520;zena;34;P;103.5000;103.5000;103.5000;0.0000;0.0000;31;Export DZN A;0
122521;zena;87;P;105.8700;105.8700;105.8700;0.0000;0.0000;14;Export DZN E;0
122522;zena;40;P;69.3000;69.3000;69.3000;0.0000;0.0000;22;Export DZN E;0
122523;muz;46;P;693.9600;693.9600;693.9600;0.0000;0.0000;17;Export DZN E;0
122524;zena;73;P;40.3200;40.3200;40.3200;0.0000;0.0000;9;Export DZN D;0
122525;muz;65;P;132.4600;132.4600;132.4600;0.0000;0.0000;14;Export DZN E;0
122526;zena;47;P;58.3700;58.3700;58.3700;0.0000;0.0000;9;Export DZN D;0
122527;zena;68;P;113.1800;113.1800;113.1800;0.0000;0.0000;9;Export DZN D;0
122528;zena;48;P;101.7000;101.7000;101.7000;0.0000;0.0000;30;Export DZN A;0
122529;muz;51;P;66.6000;66.6000;66.6000;0.0000;0.0000;14;Export DZN E;0
122530;zena;49;P;88.2000;88.2000;88.2000;0.0000;0.0000;22;Export DZN E;0
122531;zena;45;P;63.9000;63.9000;63.9000;0.0000;0.0000;9;Export DZN D;0
122532;muz;49;Z;176.7000;117.8000;117.8000;0.0000;58.9000;14;Export DZN E;0
122533;muz;41;Z;75.6000;75.6000;50.4000;25.2000;0.0000;17;Export DZN E;0
122534;muz;51;P;74.7000;74.7000;74.7000;0.0000;0.0000;9;Export DZN D;0
122535;zena;40;P;181.3000;181.3000;181.3000;0.0000;0.0000;14;Export DZN E;0
122536;muz;48;P;68.4000;68.4000;68.4000;0.0000;0.0000;22;Export DZN E;0
122537;muz;40;P;109.4500;109.4500;109.4500;0.0000;0.0000;17;Export DZN E;0
122538;muz;73;P;20.8800;20.8800;20.8800;0.0000;0.0000;9;Export DZN D;0
122539;zena;64;P;51.5600;51.5600;51.5600;0.0000;0.0000;17;Export DZN E;0
122540;muz;69;Z;102.8300;0.0000;0.0000;0.0000;102.8300;14;Export DZN E;0
122541;muz;71;P;13.5200;13.5200;13.5200;0.0000;0.0000;22;Export DZN E;0
122542;zena;45;P;127.9000;127.9000;127.9000;0.0000;0.0000;14;Export DZN E;0
122543;zena;47;P;49.5000;49.5000;49.5000;0.0000;0.0000;29;Export DZN A;0
122544;zena;74;Z;13.6800;0.0000;0.0000;0.0000;13.6800;31;Export DZN A;0
122545;muz;48;P;96.2300;96.2300;96.2300;0.0000;0.0000;31;Export DZN A;0
122546;zena;58;P;63.9000;63.9000;63.9000;0.0000;0.0000;22;Export DZN E;0
122547;zena;46;Z;391.4900;391.4900;293.9300;97.5600;0.0000;9;Export DZN D;0
122548;zena;56;Z;63.9000;63.9000;63.9000;0.0000;0.0000;17;Export DZN E;0
122549;zena;65;P;21.6200;21.6200;21.6200;0.0000;0.0000;9;Export DZN D;0
122550;muz;45;P;118.7500;118.7500;118.7500;0.0000;0.0000;14;Export DZN E;0
122551;zena;71;Z;28.0800;28.0800;18.7200;9.3600;0.0000;14;Export DZN E;0
122552;zena;62;Z;62.7000;62.7000;62.7000;0.0000;0.0000;9;Export DZN D;0
122553;muz;40;P;54.9000;54.9000;54.9000;0.0000;0.0000;17;Export DZN E;0
122554;muz;54;P;28.4400;28.4400;28.4400;0.0000;0.0000;14;Export DZN E;0
122555;muz;60;P;63.9000;63.9000;63.9000;0.0000;0.0000;14;Export DZN E;0
122556;zena;64;P;26.2800;26.2800;26.2800;0.0000;0.0000;22;Export DZN E;0
122557;muz;63;P;36.3100;36.3100;36.3100;0.0000;0.0000;22;Export DZN E;0
122558;muz;44;P;63.6500;63.6500;63.6500;0.0000;0.0000;9;Export DZN D;0
122559;zena;43;P;224.6100;224.6100;224.6100;0.0000;0.0000;17;Export DZN E;0
122560;muz;48;P;205.3300;205.3300;205.3300;0.0000;0.0000;22;Export DZN E;0
122561;zena;31;P;198.2400;198.2400;198.2400;0.0000;0.0000;17;Export DZN E;0
122562;zena;67;P;22.3000;22.3000;22.3000;0.0000;0.0000;22;Export DZN E;0
122563;zena;58;P;57.1200;57.1200;57.1200;0.0000;0.0000;17;Export DZN E;0
122564;zena;46;P;152.0000;152.0000;152.0000;0.0000;0.0000;14;Export DZN E;0
122565;muz;64;Z;22.3300;0.0000;0.0000;0.0000;22.3300;9;Export DZN D;0
122566;muz;67;P;78.3600;78.3600;78.3600;0.0000;0.0000;9;Export DZN D;0
122567;zena;58;Z;8.9200;0.0000;0.0000;0.0000;8.9200;9;Export DZN D;0
122568;zena;41;Z;41.0800;0.0000;0.0000;0.0000;41.0800;17;Export DZN E;0
122569;zena;52;P;195.5200;195.5200;195.5200;0.0000;0.0000;14;Export DZN E;0
122570;zena;51;P;203.5100;203.5100;203.5100;0.0000;0.0000;9;Export DZN D;0
122571;muz;44;P;76.0000;76.0000;76.0000;0.0000;0.0000;9;Export DZN D;0
122572;muz;58;Z;180.9500;120.6400;120.6400;0.0000;60.3100;14;Export DZN E;0
122573;zena;52;P;70.6500;70.6500;70.6500;0.0000;0.0000;14;Export DZN E;0
122574;muz;79;P;85.8000;85.8000;85.8000;0.0000;0.0000;22;Export DZN E;0
122575;zena;65;P;71.2500;71.2500;71.2500;0.0000;0.0000;14;Export DZN E;0
122576;zena;66;Z;231.4800;231.4800;184.7200;46.7600;0.0000;8;Export DZN D;0
122577;zena;54;P;22.6800;22.6800;22.6800;0.0000;0.0000;22;Export DZN E;0
122578;zena;57;P;78.8500;78.8500;78.8500;0.0000;0.0000;30;Export DZN A;0
122579;muz;40;Z;70.2000;46.8000;46.8000;0.0000;23.4000;30;Export DZN A;0
122580;muz;42;P;80.0300;80.0300;80.0300;0.0000;0.0000;17;Export DZN E;0
122581;muz;63;Z;70.3000;46.8700;46.8700;0.0000;23.4300;30;Export DZN A;0
122582;muz;44;P;101.0000;101.0000;101.0000;0.0000;0.0000;30;Export DZN A;0
122583;muz;70;P;27.9000;27.9000;27.9000;0.0000;0.0000;29;Export DZN A;0
122584;muz;50;Z;23.7500;0.0000;0.0000;0.0000;23.7500;30;Export DZN A;0
122585;zena;43;Z;96.9900;32.3300;32.3300;0.0000;64.6600;14;Export DZN E;0
122586;muz;44;P;99.0000;99.0000;99.0000;0.0000;0.0000;14;Export DZN E;0
122587;zena;75;P;75.7800;75.7800;75.7800;0.0000;0.0000;14;Export DZN E;0
